Taxon	TaxID	Fragments	PropTotal	PropNonHost
Ornithinimicrobiaceae	2805590	42	7.4866310160427806e-6	0.005591798695246971
Egicoccaceae	1755824	41	7.3083778966131905e-6	0.005458660631074424
Zoogloeaceae	2008794	37	6.59536541889483e-6	0.0049261083743842365
Devosiaceae	2831106	36	6.41711229946524e-6	0.004792970310211689
Corynebacteriaceae	1653	32	5.704099821746881e-6	0.004260418053521502
Brucellaceae	118882	31	5.525846702317291e-6	0.0041272799893489545
Acidiferrobacteraceae	1692041	30	5.347593582887701e-6	0.003994141925176408
Rhodanobacteraceae	1775411	29	5.169340463458111e-6	0.003861003861003861
Aeromonadaceae	84642	29	5.169340463458111e-6	0.003861003861003861
Aurantimonadaceae	255475	27	4.812834224598931e-6	0.0035947277326587672
Stappiaceae	2821832	26	4.6345811051693405e-6	0.00346158966848622
Rhodospirillaceae	41295	26	4.6345811051693405e-6	0.00346158966848622
Ectothiorhodospiraceae	72276	25	4.4563279857397505e-6	0.0033284516043136734
Promicromonosporaceae	85017	25	4.4563279857397505e-6	0.0033284516043136734
Iamiaceae	633392	25	4.4563279857397505e-6	0.0033284516043136734
Lactobacillaceae	33958	24	4.2780748663101604e-6	0.0031953135401411262
Methylocystaceae	31993	23	4.09982174688057e-6	0.0030621754759685795
Beijerinckiaceae	45404	23	4.09982174688057e-6	0.0030621754759685795
Enterococcaceae	81852	23	4.09982174688057e-6	0.0030621754759685795
Phreatobacteraceae	2843305	21	3.7433155080213903e-6	0.0027958993476234857
Dietziaceae	85029	21	3.7433155080213903e-6	0.0027958993476234857
Intrasporangiaceae	85021	20	3.5650623885918002e-6	0.0026627612834509385
Geodermatophilaceae	85030	20	3.5650623885918002e-6	0.0026627612834509385
Prevotellaceae	171552	20	3.5650623885918002e-6	0.0026627612834509385
Actinomycetaceae	2049	18	3.20855614973262e-6	0.0023964851551058447
Marinobacteraceae	2887365	17	3.0303030303030305e-6	0.002263347090933298
Cellulomonadaceae	85016	17	3.0303030303030305e-6	0.002263347090933298
Gordoniaceae	85026	17	3.0303030303030305e-6	0.002263347090933298
Clostridiaceae	31979	17	3.0303030303030305e-6	0.002263347090933298
Brevibacteriaceae	85019	16	2.8520499108734404e-6	0.002130209026760751
Thermaceae	188786	16	2.8520499108734404e-6	0.002130209026760751
Acetobacteraceae	433	15	2.6737967914438504e-6	0.001997070962588204
Pasteurellaceae	712	14	2.4955436720142603e-6	0.001863932898415657
Rhodocyclaceae	75787	14	2.4955436720142603e-6	0.001863932898415657
Deinococcaceae	183710	14	2.4955436720142603e-6	0.001863932898415657
Reoviridae	10880	14	2.4955436720142603e-6	0.001863932898415657
Methylophilaceae	32011	13	2.3172905525846703e-6	0.00173079483424311
Jiangellaceae	1217100	13	2.3172905525846703e-6	0.00173079483424311
Coronaviridae	11118	13	2.3172905525846703e-6	0.00173079483424311
Erwiniaceae	1903409	12	2.1390374331550802e-6	0.0015976567700705631
Neisseriaceae	481	12	2.1390374331550802e-6	0.0015976567700705631
Chromobacteriaceae	1499392	12	2.1390374331550802e-6	0.0015976567700705631
Sphingosinicellaceae	2820280	11	1.96078431372549e-6	0.0014645187058980162
Methylococcaceae	403	11	1.96078431372549e-6	0.0014645187058980162
Myxococcaceae	31	11	1.96078431372549e-6	0.0014645187058980162
Dermabacteraceae	85020	11	1.96078431372549e-6	0.0014645187058980162
Tsukamurellaceae	85028	11	1.96078431372549e-6	0.0014645187058980162
Thermomonosporaceae	2012	11	1.96078431372549e-6	0.0014645187058980162
Pleomorphomonadaceae	2843308	9	1.60427807486631e-6	0.0011982425775529223
Streptosporangiaceae	2004	9	1.60427807486631e-6	0.0011982425775529223
Planococcaceae	186818	9	1.60427807486631e-6	0.0011982425775529223
Autographiviridae	2731643	9	1.60427807486631e-6	0.0011982425775529223
Yersiniaceae	1903411	8	1.4260249554367202e-6	0.0010651045133803754
Conexibacteraceae	320583	8	1.4260249554367202e-6	0.0010651045133803754
Haloarculaceae	1963268	8	1.4260249554367202e-6	0.0010651045133803754
Nitrososphaeraceae	1033997	8	1.4260249554367202e-6	0.0010651045133803754
Blastochloridaceae	2831090	7	1.2477718360071302e-6	0.0009319664492078285
Geobacteraceae	213422	7	1.2477718360071302e-6	0.0009319664492078285
Miltoncostaeaceae	2843199	7	1.2477718360071302e-6	0.0009319664492078285
Atopobiaceae	1643824	7	1.2477718360071302e-6	0.0009319664492078285
Alicyclobacillaceae	186823	7	1.2477718360071302e-6	0.0009319664492078285
Lachnospiraceae	186803	7	1.2477718360071302e-6	0.0009319664492078285
Peptoniphilaceae	1570339	7	1.2477718360071302e-6	0.0009319664492078285
Weeksellaceae	2762318	7	1.2477718360071302e-6	0.0009319664492078285
Amorphaceae	2685818	6	1.0695187165775401e-6	0.0007988283850352816
Sinobacteraceae	568386	6	1.0695187165775401e-6	0.0007988283850352816
Gallionellaceae	90627	6	1.0695187165775401e-6	0.0007988283850352816
Paenibacillaceae	186822	6	1.0695187165775401e-6	0.0007988283850352816
Synechococcaceae	1890426	6	1.0695187165775401e-6	0.0007988283850352816
Hymenobacteraceae	1853232	6	1.0695187165775401e-6	0.0007988283850352816
Sphingobacteriaceae	84566	6	1.0695187165775401e-6	0.0007988283850352816
Stellaceae	2844601	5	8.912655971479501e-7	0.0006656903208627346
Maricaulaceae	2800061	5	8.912655971479501e-7	0.0006656903208627346
Pectobacteriaceae	1903410	5	8.912655971479501e-7	0.0006656903208627346
Kangiellaceae	1920240	5	8.912655971479501e-7	0.0006656903208627346
Azonexaceae	2008795	5	8.912655971479501e-7	0.0006656903208627346
Usitatibacteraceae	2803844	5	8.912655971479501e-7	0.0006656903208627346
Sandaracinaceae	1055686	5	8.912655971479501e-7	0.0006656903208627346
Labilitrichaceae	1524216	5	8.912655971479501e-7	0.0006656903208627346
Desulfovibrionaceae	194924	5	8.912655971479501e-7	0.0006656903208627346
Ruaniaceae	1331736	5	8.912655971479501e-7	0.0006656903208627346
Staphylococcaceae	90964	5	8.912655971479501e-7	0.0006656903208627346
Pirellulaceae	2691357	5	8.912655971479501e-7	0.0006656903208627346
Gemmataceae	1914233	5	8.912655971479501e-7	0.0006656903208627346
Isosphaeraceae	1763524	5	8.912655971479501e-7	0.0006656903208627346
Vicinamibacteraceae	2211325	5	8.912655971479501e-7	0.0006656903208627346
Kaistiaceae	2831111	4	7.130124777183601e-7	0.0005325522566901877
Hyphomonadaceae	69657	4	7.130124777183601e-7	0.0005325522566901877
Chromatiaceae	1046	4	7.130124777183601e-7	0.0005325522566901877
Sterolibacteriaceae	2008793	4	7.130124777183601e-7	0.0005325522566901877
Polyangiaceae	49	4	7.130124777183601e-7	0.0005325522566901877
Frankiaceae	74712	4	7.130124777183601e-7	0.0005325522566901877
Lacipirellulaceae	2691359	4	7.130124777183601e-7	0.0005325522566901877
Planctomycetaceae	126	4	7.130124777183601e-7	0.0005325522566901877
Opitutaceae	134623	4	7.130124777183601e-7	0.0005325522566901877
Acidobacteriaceae	204434	4	7.130124777183601e-7	0.0005325522566901877
Natrialbaceae	1644061	4	7.130124777183601e-7	0.0005325522566901877
Parvibaculaceae	2813035	3	5.347593582887701e-7	0.0003994141925176408
Chelatococcaceae	2036754	3	5.347593582887701e-7	0.0003994141925176408
Bruguierivoracaceae	2812006	3	5.347593582887701e-7	0.0003994141925176408
Cellvibrionaceae	1706371	3	5.347593582887701e-7	0.0003994141925176408
Thiobacillaceae	2008790	3	5.347593582887701e-7	0.0003994141925176408
Sulfuricellaceae	2772226	3	5.347593582887701e-7	0.0003994141925176408
Archangiaceae	39	3	5.347593582887701e-7	0.0003994141925176408
Desulfuromonadaceae	213421	3	5.347593582887701e-7	0.0003994141925176408
Bogoriellaceae	145358	3	5.347593582887701e-7	0.0003994141925176408
Bifidobacteriaceae	31953	3	5.347593582887701e-7	0.0003994141925176408
Egibacteraceae	1747769	3	5.347593582887701e-7	0.0003994141925176408
Cyclobacteriaceae	563798	3	5.347593582887701e-7	0.0003994141925176408
Fulvivirgaceae	2762286	3	5.347593582887701e-7	0.0003994141925176408
Akkermansiaceae	1647988	3	5.347593582887701e-7	0.0003994141925176408
Halobacteriaceae	2236	3	5.347593582887701e-7	0.0003994141925176408
Halorubraceae	1963271	3	5.347593582887701e-7	0.0003994141925176408
Parvularculaceae	255474	2	3.5650623885918005e-7	0.00026627612834509385
Wenzhouxiangellaceae	1676141	2	3.5650623885918005e-7	0.00026627612834509385
Alteromonadaceae	72275	2	3.5650623885918005e-7	0.00026627612834509385
Piscirickettsiaceae	135616	2	3.5650623885918005e-7	0.00026627612834509385
Kribbellaceae	2726069	2	3.5650623885918005e-7	0.00026627612834509385
Sporichthyaceae	85033	2	3.5650623885918005e-7	0.00026627612834509385
Rubrobacteraceae	84997	2	3.5650623885918005e-7	0.00026627612834509385
Oscillospiraceae	216572	2	3.5650623885918005e-7	0.00026627612834509385
Coleofasciculaceae	1892251	2	3.5650623885918005e-7	0.00026627612834509385
Sphaerobacteraceae	85002	2	3.5650623885918005e-7	0.00026627612834509385
Flavobacteriaceae	49546	2	3.5650623885918005e-7	0.00026627612834509385
Chitinophagaceae	563835	2	3.5650623885918005e-7	0.00026627612834509385
Fusobacteriaceae	203492	2	3.5650623885918005e-7	0.00026627612834509385
Leptospiraceae	170	2	3.5650623885918005e-7	0.00026627612834509385
Flaviviridae	11050	2	3.5650623885918005e-7	0.00026627612834509385
Adenoviridae	10508	2	3.5650623885918005e-7	0.00026627612834509385
